src_url,vcs,name,web_url,description
https://github.com/prometheus/prometheus,git,Prometheus,https://prometheus.io/,"Prometheus, a Cloud Native Computing Foundation project, is a systems and service monitoring system. It collects metrics from configured targets at given intervals, evaluates rule expressions, displays the results, and can trigger alerts if some condition is observed to be true."
https://github.com/influxdata/influxdb,git,InfluxDB,https://influxdata.com/,"nfluxDB is an open source time series platform. This includes APIs for storing and querying data, processing it in the background for ETL or monitoring and alerting purposes, user dashboards, and visualizing and exploring the data and more."
