src_url,vcs,name,web_url,description
https://github.com/pandas-dev/pandas,git,Pandas,https://pandas.pydata.org/,"Pandas is a Python package providing fast, flexible, and expressive data structures designed to make working with ""relational"" or ""labeled"" data both easy and intuitive. It aims to be the fundamental high-level building block for doing practical, real world data analysis in Python. Additionally, it has the broader goal of becoming the most powerful and flexible open source data analysis / manipulation tool available in any language. It is already well on its way towards this goal."
https://github.com/tidyverse/dplyr,git,dplyr,https://dplyr.tidyverse.org/,"A grammar of data manipulation, providing a consistent set of verbs that help you solve the most common data manipulation challenges."
